"P2_8","P2_3","FAC_HOG","FOLIO","VIV_SEL","HOGAR","N_REN","P3_1_1","P3_1_2","P3_2","P3_3","P3_4","P3_5","P3_11","P4_1","P4_2_1","P4_2_2","P4_2_3","P4_2_4","P4_2_5","P4_3","P4_5","P4_6_1","P4_6_2","P4_6_3","P4_6_4","P4_6_5","P4_6_6","P4_7_1","P4_7_2","P4_7_3","P4_8_1","P4_8_2","P4_8_3","P4_8_4","P4_8_5","P4_8_6","P4_9_1","P4_9_2","P4_9_3","P4_9_4","P4_10","P5_1_1","P5_1_2","P5_1_3","P5_1_4","P5_1_5","P5_1_6","P5_4_1","P5_4_2","P5_4_3","P5_4_4","P5_4_5","P5_4_6","P5_4_7","P5_4_8","P5_4_9","P5_23","P6_1_1","P6_1_2","P6_1_3","P6_1_4","P6_1_5","P6_2_1","P6_2_2","P6_2_3","P6_2_4","P6_2_5","P6_2_6","P6_2_7","P6_2_8","P6_2_9","P6_17","P7_1_1","P7_1_2","P7_2","P7_4","P7_5","P7_7_1","P7_8_1_1","P7_8_1_2","P7_8_1_3","P7_7_2","P7_8_2_1","P7_8_2_2","P7_8_2_3","P7_7_3","P7_7_4","P8_1","P8_2","P8_3","P9_1","P9_8_1","P9_8_2","P9_8_3","P9_8_4","P9_8_5","P9_8_6","P10_1","P10_4","P10_7","P11_1_1","P11_1_2","P11_1_3","P11_1_4","P11_1_5","P11_2_1","P11_2_2","P11_2_3","P11_2_4","P11_3_1","P11_3_2","P11_3_3","P11_3_4","P11_3_9","P12_1","P13_1","P13_2","P13_3","P13_4","P14_1","P14_2_1","P14_2_2","P14_2_3","P14_2_4","TLOC","REGION","SEXO","EDAD","EST_DIS","UPM_DIS","FAC_ELE"
1,1,6394,5620,2,1,1,6,3,5,2,2,1,1,2,2,1,1,2,2,1,2,2,1,3,2,2,3,1,1,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,1,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,3,1,2,2,2,2,1,3,2,39,91,894,11807
0,1,6394,5621,3,1,1,2,6,5,2,2,6,2,1,1,1,1,2,2,1,2,1,1,2,2,2,2,1,2,2,1,1,1,2,1,2,2,2,2,2,3,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,1,1,2,2,1,2,1,1,1,1,2,1,1,1,2,2,2,2,2,1,2,2,2,1,1,2,1,3,2,2,2,2,2,1,3,1,66,91,894,13986
0,1,6394,5622,4,1,1,3,3,5,2,2,6,2,2,2,1,1,2,2,1,2,1,1,2,1,1,2,1,2,1,3,1,3,1,3,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,3,2,2,2,2,2,1,3,1,69,91,894,13986
2,1,6394,5623,5,1,1,3,3,4,2,1,6,2,2,1,1,1,2,2,1,2,1,1,1,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,2,2,2,1,1,2,1,3,1,1,2,2,2,1,3,2,72,91,894,23614
5,3,5941,5624,1,1,3,6,3,1,2,2,1,1,2,1,1,1,2,2,1,2,1,1,3,1,3,2,1,2,1,2,3,1,2,1,1,1,1,1,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,1,2,2,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,3,2,2,2,2,2,1,3,2,26,91,895,27428
1,2,5941,5625,2,1,1,8,3,5,2,2,8,1,2,2,2,2,2,2,1,2,1,1,2,2,2,3,1,1,1,3,3,3,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,1,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,3,3,2,2,2,2,1,3,2,41,91,895,10971
1,1,5941,5626,3,1,1,3,3,1,2,2,1,1,2,2,2,2,2,2,1,2,2,1,2,1,1,3,1,1,1,2,2,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,7,7,2,1,2,1,2,2,1,1,2,2,1,1,2,1,2,2,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1,2,2,1,1,1,2,3,2,2,1,2,2,1,3,1,42,91,895,12996
2,3,5941,5628,5,1,5,6,2,6,2,2,1,1,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,3,1,1,2,1,2,2,1,1,2,1,1,1,1,2,2,2,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,2,2,2,1,1,1,3,2,2,2,2,2,1,3,1,19,91,895,32489
2,5,7078,5629,1,1,4,0,0,4,2,1,7,2,2,2,2,2,2,2,2,2,3,1,2,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,3,3,2,2,2,2,1,3,2,96,91,896,19604
3,4,7078,5630,2,1,3,6,3,6,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,3,3,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,3,2,2,2,2,2,1,3,1,22,91,896,23221
0,2,7078,5631,3,1,2,2,5,5,2,1,5,2,2,2,2,2,2,2,1,2,1,1,3,2,1,2,1,1,1,3,3,1,2,1,2,2,2,2,2,4,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,3,2,2,2,2,2,1,3,2,76,91,896,13069
4,3,7078,5632,5,1,3,8,5,6,2,2,1,1,2,2,1,2,2,2,2,2,1,1,3,1,3,2,1,1,1,2,1,2,1,3,3,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,7,3,1,1,2,1,2,2,1,1,2,1,1,2,2,2,2,2,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,1,2,1,2,2,2,1,2,2,3,2,2,2,2,2,1,3,2,30,91,896,26139
2,1,6314,5633,1,1,1,7,3,6,2,2,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,4,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,7,7,1,1,2,1,2,2,1,2,2,2,2,1,1,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,1,3,3,3,1,1,1,2,2,1,3,2,55,91,897,11660
2,1,6314,5634,2,1,1,8,5,5,2,2,1,1,2,2,2,2,2,2,1,2,1,1,2,1,2,2,1,1,1,1,1,2,1,1,1,2,1,2,2,4,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,7,4,1,1,2,2,2,2,2,1,2,1,1,1,2,1,2,2,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,1,2,2,3,2,1,1,2,2,1,3,1,51,91,897,13811
1,1,6314,5635,3,1,1,3,3,1,2,2,1,1,2,2,2,2,2,2,2,2,3,2,2,3,2,3,1,1,2,2,3,3,3,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,7,7,2,1,2,1,2,2,1,1,2,2,1,1,1,2,2,1,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,1,1,2,3,3,2,2,1,2,2,1,3,1,50,91,897,13811
0,1,6314,5635,3,2,1,6,3,4,2,1,6,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,2,2,2,1,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,1,3,1,2,2,2,2,1,3,1,75,91,897,6906
4,3,6314,5636,4,1,4,6,3,6,2,2,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,1,2,2,2,1,3,3,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,3,1,2,2,1,2,2,1,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,2,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,3,2,2,1,2,2,1,3,1,28,91,897,27622
1,1,6314,5637,5,1,3,8,4,6,2,2,1,1,1,2,1,1,2,2,2,2,1,1,3,2,2,3,1,2,2,3,1,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,3,1,1,2,2,2,1,3,2,51,91,897,17490
0,2,5594,5638,1,1,2,4,3,5,2,2,5,1,2,2,2,2,2,2,2,2,2,2,1,3,1,3,1,2,2,3,1,2,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,1,3,2,2,2,2,2,1,3,2,60,91,898,15495
1,1,5594,5639,2,1,1,6,3,6,2,2,1,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,1,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,1,3,1,2,2,2,2,1,3,1,27,91,898,6118
3,4,5594,5640,3,1,3,9,3,6,2,2,1,1,1,1,1,2,2,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,4,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,7,3,1,1,2,1,2,2,1,1,2,1,1,1,1,1,2,2,1,2,1,2,2,1,2,1,1,2,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,1,2,2,3,1,2,1,2,2,1,3,1,29,91,898,24471
1,1,5594,5641,5,1,1,6,3,2,2,2,1,1,2,2,1,2,1,2,1,2,2,2,1,2,1,2,1,1,2,3,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,7,3,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,1,1,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,3,1,2,2,2,2,1,3,1,50,91,898,6118
1,1,6638,5642,1,1,1,6,3,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,1,1,2,2,2,2,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,3,1,2,2,2,2,1,3,2,26,91,899,6129
2,2,6638,5643,2,1,2,2,3,5,2,2,5,1,2,1,1,1,2,2,2,2,1,1,2,2,2,3,1,1,2,2,2,1,2,3,2,2,2,2,2,3,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,7,4,2,2,2,1,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,2,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,3,2,2,2,2,2,1,3,2,63,91,899,24516
2,3,6638,5644,3,1,3,6,3,6,2,2,3,1,2,2,1,1,2,2,2,2,1,1,2,2,2,3,1,1,2,2,2,1,2,3,3,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,7,3,1,2,2,1,2,2,1,1,2,1,1,1,1,1,2,2,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,1,3,2,2,1,2,2,1,3,2,33,91,899,24516
2,2,6638,5645,4,1,2,3,3,5,2,2,1,1,2,2,1,2,2,2,2,2,1,1,2,2,1,2,1,2,1,2,1,1,2,3,3,2,2,2,2,3,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,2,2,1,1,1,3,2,2,2,2,2,1,3,2,33,91,899,12258
3,4,6638,5646,5,1,4,3,3,6,2,2,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,3,1,2,1,2,1,1,2,3,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,2,1,2,2,1,2,2,1,2,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,1,1,2,3,2,2,2,2,2,1,3,1,20,91,899,29039
3,1,6134,5647,1,1,1,2,6,5,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,2,1,1,1,2,3,1,3,3,2,2,2,1,1,3,2,2,1,2,1,1,1,2,2,1,2,2,2,2,2,1,2,2,1,1,2,1,2,1,2,2,1,2,2,2,1,7,7,1,2,2,1,2,2,1,1,2,2,1,1,2,1,2,2,1,1,1,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,2,1,3,2,1,1,2,2,1,3,1,52,91,900,20125
1,5,6134,5648,2,1,7,3,3,5,2,1,7,1,2,2,2,2,2,2,1,2,1,2,3,1,1,3,2,2,1,3,1,1,1,1,3,1,2,1,1,5,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,1,1,2,2,1,1,2,2,1,2,1,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,1,3,1,38,91,900,40250
1,2,6134,5649,3,1,2,8,4,5,2,2,5,1,1,1,1,1,2,1,1,2,1,1,2,1,3,1,1,1,2,3,2,1,2,1,1,2,1,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,1,2,2,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,3,2,2,2,2,2,1,3,2,27,91,900,11327
3,1,6134,5650,5,1,1,2,6,5,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,2,1,1,1,2,3,1,3,3,2,2,2,1,1,3,2,2,1,2,1,1,1,2,2,1,2,2,2,2,2,1,2,2,1,1,2,1,2,1,2,2,1,2,2,2,1,7,7,1,2,2,1,2,2,1,1,2,2,1,1,2,1,2,2,1,1,1,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,2,1,3,2,1,1,2,2,1,3,1,52,91,900,20125
3,1,7057,5651,1,1,1,2,6,5,2,2,1,1,2,2,1,2,2,2,1,2,1,2,3,1,3,1,1,2,1,1,3,1,1,2,1,1,2,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,7,4,2,1,2,1,2,2,1,1,2,2,1,1,2,2,2,1,1,2,2,2,1,1,2,2,1,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,1,1,3,3,2,1,1,1,2,1,3,1,55,91,901,23153
2,1,7057,5652,2,1,1,7,3,5,2,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,3,2,1,1,1,3,3,1,1,1,1,1,1,2,2,5,2,2,1,2,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,7,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,1,2,1,2,2,1,2,1,1,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,1,1,2,2,3,2,1,1,2,2,1,3,1,40,91,901,15436
2,5,7057,5653,3,1,4,8,4,1,2,1,1,1,1,2,1,2,2,1,1,2,1,1,1,2,2,3,1,1,1,3,2,1,3,2,2,2,1,2,1,3,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,3,1,2,2,1,2,2,1,1,2,1,1,2,1,2,2,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,1,1,1,3,2,2,2,2,2,1,3,2,27,91,901,26062
1,3,7057,5654,4,1,2,7,3,6,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,2,1,1,1,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1,2,1,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,3,1,2,1,2,2,1,3,1,46,91,901,15436
1,3,7057,5655,5,1,3,6,3,6,2,2,4,1,2,2,2,2,2,2,2,2,1,1,2,1,3,3,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,1,1,2,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,3,3,2,2,2,2,1,3,2,20,91,901,26062
3,1,6332,5656,1,1,1,6,3,5,2,2,1,1,2,2,2,2,2,2,1,2,1,1,2,1,2,2,1,2,2,2,1,1,2,1,1,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2,2,1,1,2,2,1,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,1,3,2,1,1,2,2,1,3,1,59,91,902,20776
2,2,6332,5657,2,1,2,8,4,5,2,2,1,1,1,1,1,1,2,1,1,2,1,1,2,1,3,2,1,2,1,2,1,1,1,1,1,2,1,2,2,5,2,2,1,2,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,7,3,1,1,2,1,2,2,1,1,2,1,1,1,2,1,2,2,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,2,2,2,2,1,1,2,2,2,1,1,2,1,3,2,2,1,2,2,1,3,2,39,91,902,11693
3,1,7207,5658,1,1,1,3,3,5,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,3,1,1,1,2,1,3,2,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,7,9,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,1,2,2,2,1,2,2,2,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,3,1,42,90,903,39408
2,5,7207,5659,2,1,4,3,2,6,2,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,1,2,2,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,1,3,1,19,90,903,23645
2,5,7207,5660,3,1,5,3,3,5,2,2,5,1,2,2,2,2,2,2,2,2,1,1,3,2,1,2,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,2,3,2,2,2,2,2,2,1,3,2,23,90,903,33269
2,2,7207,5661,4,1,3,8,1,5,2,2,5,1,1,1,1,1,2,1,2,2,1,1,3,2,2,2,1,1,2,1,1,1,2,1,1,2,2,2,2,4,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,7,4,1,1,2,1,2,2,1,1,2,1,1,1,1,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,1,1,1,2,2,2,1,2,1,3,2,2,2,2,2,1,3,2,58,90,903,19962
2,1,7207,5662,5,1,1,3,3,5,2,2,1,1,2,2,1,2,2,2,1,2,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,1,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,3,2,2,2,2,2,1,3,1,38,90,903,15763
1,1,5425,5663,1,1,1,0,0,6,2,1,6,2,2,2,2,2,2,2,2,2,1,1,3,1,1,2,1,1,1,1,1,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,3,2,2,2,2,2,1,3,2,80,91,904,10017
0,2,5425,5664,2,1,2,6,3,5,2,2,6,1,1,1,1,1,2,2,2,2,1,1,3,1,3,1,1,2,1,3,3,1,1,1,1,2,2,2,2,3,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,1,2,1,1,1,2,2,2,1,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,3,1,1,1,2,2,1,3,1,66,91,904,11866
3,3,5425,5665,3,1,4,8,3,6,2,2,4,1,2,2,2,1,2,2,1,2,2,1,3,1,2,3,1,1,1,2,2,3,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,1,1,2,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,3,2,2,2,2,2,1,3,2,22,91,904,20035
2,5,5425,5666,5,1,2,2,6,6,2,2,1,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,1,1,2,1,1,2,1,1,2,2,2,2,4,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,1,2,2,2,1,2,2,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,1,1,1,3,1,2,2,2,2,1,3,2,62,91,904,10017
1,1,6152,5667,1,1,1,2,6,5,2,2,5,1,1,1,1,1,2,2,1,2,1,1,3,2,3,2,1,1,1,3,3,1,2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,9,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,3,2,78,91,905,17039
2,2,6152,5668,2,1,2,8,4,5,2,2,1,1,1,1,1,1,2,2,1,2,2,1,3,2,2,2,1,1,1,3,3,1,2,1,1,2,1,2,2,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,3,1,1,2,1,2,2,1,1,2,1,2,1,2,1,2,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,3,2,2,1,2,2,1,3,1,34,91,905,13455
